"dteday","cnt"
"2011-06-24",91
"2011-06-24",268
"2011-06-24",466
"2011-06-24",231
"2011-06-24",145
"2011-06-24",203
"2011-06-24",201
"2011-06-24",221
"2011-06-24",229
"2011-06-24",216
"2011-06-24",327
"2011-06-24",557
"2011-06-24",452
"2011-06-24",385
"2011-06-24",288
"2011-06-24",233
"2011-06-24",167
"2011-06-24",172
"2011-06-25",116
"2011-06-25",95
"2011-06-25",59
"2011-06-25",39
"2011-06-25",11
"2011-06-25",14
"2011-06-25",29
"2011-06-25",42
"2011-06-25",112
"2011-06-25",186
"2011-06-25",302
"2011-06-25",331
"2011-06-25",392
"2011-06-25",371
"2011-06-25",383
"2011-06-25",392
"2011-06-25",410
"2011-06-25",399
"2011-06-25",307
"2011-06-25",375
"2011-06-25",269
"2011-06-25",202
"2011-06-25",187
"2011-06-25",179
"2011-06-26",115
"2011-06-26",90
"2011-06-26",87
"2011-06-26",34
"2011-06-26",11
"2011-06-26",12
"2011-06-26",20
"2011-06-26",51
"2011-06-26",107
"2011-06-26",206
"2011-06-26",332
"2011-06-26",346
"2011-06-26",443
"2011-06-26",442
"2011-06-26",443
"2011-06-26",403
"2011-06-26",455
"2011-06-26",421
"2011-06-26",382
"2011-06-26",317
"2011-06-26",213
"2011-06-26",183
"2011-06-26",114
"2011-06-26",78
"2011-06-27",32
"2011-06-27",15
"2011-06-27",6
"2011-06-27",2
"2011-06-27",9
"2011-06-27",22
"2011-06-27",94
"2011-06-27",261
"2011-06-27",447
"2011-06-27",187
"2011-06-27",150
"2011-06-27",150
"2011-06-27",170
"2011-06-27",164
"2011-06-27",158
"2011-06-27",202
"2011-06-27",275
"2011-06-27",604
"2011-06-27",591
"2011-06-27",396
"2011-06-27",305
"2011-06-27",242
"2011-06-27",145
"2011-06-27",81
"2011-06-28",30
"2011-06-28",13
"2011-06-28",11
"2011-06-28",2
"2011-06-28",8
"2011-06-28",21
"2011-06-28",124
"2011-06-28",347
"2011-06-28",456
"2011-06-28",246
"2011-06-28",157
"2011-06-28",167
"2011-06-28",202
"2011-06-28",189
"2011-06-28",160
"2011-06-28",166
"2011-06-28",261
"2011-06-28",579
"2011-06-28",504
"2011-06-28",299
"2011-06-28",296
"2011-06-28",195
"2011-06-28",134
"2011-06-28",81
"2011-06-29",36
"2011-06-29",28
"2011-06-29",16
"2011-06-29",5
"2011-06-29",5
"2011-06-29",22
"2011-06-29",116
"2011-06-29",336
"2011-06-29",540
"2011-06-29",221
"2011-06-29",126
"2011-06-29",170
"2011-06-29",243
"2011-06-29",231
"2011-06-29",188
"2011-06-29",189
"2011-06-29",328
"2011-06-29",570
"2011-06-29",588
"2011-06-29",401
"2011-06-29",333
"2011-06-29",221
"2011-06-29",183
"2011-06-29",129
"2011-06-30",54
"2011-06-30",32
"2011-06-30",8
"2011-06-30",9
"2011-06-30",6
"2011-06-30",25
"2011-06-30",123
"2011-06-30",320
"2011-06-30",555
"2011-06-30",260
"2011-06-30",132
"2011-06-30",169
"2011-06-30",233
"2011-06-30",232
"2011-06-30",163
"2011-06-30",240
"2011-06-30",323
"2011-06-30",594
"2011-06-30",586
"2011-06-30",455
"2011-06-30",340
"2011-06-30",323
"2011-06-30",207
"2011-06-30",126
"2011-07-20",40
"2011-07-20",11
"2011-07-20",9
"2011-07-20",6
"2011-07-20",4
"2011-07-20",23
"2011-07-20",116
"2011-07-20",303
"2011-07-20",438
"2011-07-20",209
"2011-07-20",110
"2011-07-20",142
"2011-07-20",149
"2011-07-20",120
"2011-07-20",127
"2011-07-20",138
"2011-07-20",234
"2011-07-20",455
"2011-07-20",497
"2011-07-20",382
"2011-07-20",309
"2011-07-20",242
"2011-07-20",169
"2011-07-20",99
"2011-07-21",42
"2011-07-21",21
"2011-07-21",6
"2011-07-21",6
"2011-07-21",4
"2011-07-21",18
"2011-07-21",117
"2011-07-21",274
"2011-07-21",381
"2011-07-21",200
"2011-07-21",78
"2011-07-21",106
"2011-07-21",135
"2011-07-21",102
"2011-07-21",147
"2011-07-21",133
"2011-07-21",210
"2011-07-21",414
"2011-07-21",382
"2011-07-21",284
"2011-07-21",237
"2011-07-21",225
"2011-07-21",149
"2011-07-21",113
"2011-07-22",60
"2011-07-22",24
"2011-07-22",14
"2011-07-22",7
"2011-07-22",13
"2011-07-22",19
"2011-07-22",96
"2011-07-22",252
"2011-07-22",322
"2011-07-22",208
"2011-07-22",115
"2011-07-22",109
"2011-07-22",115
"2011-07-22",123
"2011-07-22",101
"2011-07-22",133
"2011-07-22",182
"2011-07-22",306
"2011-07-22",284
"2011-07-22",250
"2011-07-22",212
"2011-07-22",190
"2011-07-22",149
"2011-07-22",103
"2011-07-23",101
"2011-07-23",70
"2011-07-23",61
"2011-07-23",22
"2011-07-23",9
"2011-07-23",7
"2011-07-23",25
"2011-07-23",45
"2011-07-23",109
"2011-07-23",132
"2011-07-23",198
"2011-07-23",216
"2011-07-23",235
"2011-07-23",245
"2011-07-23",236
"2011-07-23",215
"2011-07-23",221
"2011-07-23",197
"2011-07-23",196
"2011-07-23",217
"2011-07-23",145
"2011-07-23",154
"2011-07-23",125
"2011-07-23",104
"2011-07-24",119
"2011-07-24",96
"2011-07-24",60
"2011-07-24",37
"2011-07-24",6
"2011-07-24",8
"2011-07-24",22
"2011-07-24",35
"2011-07-24",104
"2011-07-24",154
"2011-07-24",226
"2011-07-24",243
"2011-07-24",246
"2011-07-24",252
"2011-07-24",283
"2011-07-24",238
"2011-07-24",249
"2011-07-24",249
"2011-07-24",243
"2011-07-24",240
"2011-07-24",195
"2011-07-24",153
"2011-07-24",98
"2011-07-24",50
"2011-07-25",34
"2011-07-25",12
"2011-07-25",6
"2011-07-25",4
"2011-07-25",6
"2011-07-25",24
"2011-07-25",107
"2011-07-25",277
"2011-07-25",387
"2011-07-25",135
"2011-07-25",84
"2011-07-25",107
"2011-07-25",67
"2011-07-25",78
"2011-07-25",90
"2011-07-25",112
"2011-07-25",198
"2011-07-25",485
"2011-07-25",533
"2011-07-25",386
"2011-07-25",302
"2011-07-25",194
"2011-07-25",125
"2011-07-25",87
"2011-07-26",28
"2011-07-26",12
"2011-07-26",7
"2011-07-26",4
"2011-07-26",6
"2011-07-26",27
"2011-07-26",110
"2011-07-26",318
"2011-07-26",424
"2011-07-26",187
"2011-07-26",138
"2011-07-26",151
"2011-07-26",147
"2011-07-26",182
"2011-07-26",147
"2011-07-26",163
"2011-07-26",254
"2011-07-26",537
"2011-07-26",546
"2011-07-26",398
"2011-07-26",290
"2011-07-26",267
"2011-07-26",158
"2011-07-26",89
"2011-07-27",45
"2011-07-27",10
"2011-07-27",6
"2011-07-27",4
"2011-07-27",4
"2011-07-27",18
"2011-07-27",123
"2011-07-27",347
"2011-07-27",433
"2011-07-27",216
"2011-07-27",114
"2011-07-27",136
"2011-07-27",169
"2011-07-27",180
"2011-07-27",127
"2011-07-27",140
"2011-07-27",268
"2011-07-27",572
"2011-07-27",541
"2011-07-27",375
"2011-07-27",294
"2011-07-27",245
"2011-07-27",180
"2011-07-27",109
"2011-07-28",45
"2011-07-28",29
"2011-07-28",7
"2011-07-28",5
"2011-07-28",6
"2011-07-28",27
"2011-07-28",116
"2011-07-28",305
"2011-07-28",456
"2011-07-28",210
"2011-07-28",116
"2011-07-28",154
"2011-07-28",186
"2011-07-28",152
"2011-07-28",138
"2011-07-28",146
"2011-07-28",256
"2011-07-28",468
"2011-07-28",483
"2011-07-28",322
"2011-07-28",270
"2011-07-28",196
"2011-07-28",174
"2011-07-28",123
"2011-07-29",57
"2011-07-29",34
"2011-07-29",13
"2011-07-29",11
"2011-07-29",6
"2011-07-29",27
"2011-07-29",90
"2011-07-29",254
"2011-07-29",384
"2011-07-29",179
"2011-07-29",106
"2011-07-29",161
"2011-07-29",135
"2011-07-29",156
"2011-07-29",148
"2011-07-29",169
"2011-07-29",233
"2011-07-29",421
"2011-07-29",362
"2011-07-29",241
"2011-07-29",206
"2011-07-29",163
"2011-07-29",174
"2011-07-29",116
"2011-07-30",133
"2011-07-30",90
"2011-07-30",42
"2011-07-30",43
"2011-07-30",10
"2011-07-30",13
"2011-07-30",24
"2011-07-30",42
"2011-07-30",114
"2011-07-30",174
"2011-07-30",261
"2011-07-30",317
"2011-07-30",341
"2011-07-30",308
"2011-07-30",305
"2011-07-30",302
"2011-07-30",302
"2011-07-30",302
"2011-07-30",299
"2011-07-30",256
"2011-07-30",206
"2011-07-30",205
"2011-07-30",209
"2011-07-30",177
"2011-07-31",113
"2011-07-31",79
"2011-07-31",67
"2011-07-31",50
"2011-07-31",13
"2011-07-31",8
"2011-07-31",13
"2011-07-31",45
"2011-07-31",142
"2011-07-31",183
"2011-07-31",254
"2011-07-31",275
"2011-07-31",338
"2011-07-31",294
"2011-07-31",326
"2011-07-31",293
"2011-07-31",306
"2011-07-31",320
"2011-07-31",304
"2011-07-31",274
"2011-07-31",275
"2011-07-31",164
"2011-07-31",96
"2011-07-31",70
"2011-08-20",128
"2011-08-20",47
"2011-08-20",69
"2011-08-20",51
"2011-08-20",7
"2011-08-20",8
"2011-08-20",24
"2011-08-20",44
"2011-08-20",133
"2011-08-20",190
"2011-08-20",306
"2011-08-20",338
"2011-08-20",409
"2011-08-20",378
"2011-08-20",375
"2011-08-20",390
"2011-08-20",373
"2011-08-20",383
"2011-08-20",394
"2011-08-20",291
"2011-08-20",248
"2011-08-20",225
"2011-08-20",223
"2011-08-20",157
"2011-08-21",74
"2011-08-21",86
"2011-08-21",64
"2011-08-21",51
"2011-08-21",6
"2011-08-21",8
"2011-08-21",14
"2011-08-21",31
"2011-08-21",92
"2011-08-21",231
"2011-08-21",274
"2011-08-21",313
"2011-08-21",374
"2011-08-21",310
"2011-08-21",235
"2011-08-21",68
"2011-08-21",258
"2011-08-21",270
"2011-08-21",311
"2011-08-21",282
"2011-08-21",181
"2011-08-21",138
"2011-08-21",134
"2011-08-21",68
"2011-08-22",40
"2011-08-22",21
"2011-08-22",8
"2011-08-22",5
"2011-08-22",12
"2011-08-22",24
"2011-08-22",112
"2011-08-22",281
"2011-08-22",351
"2011-08-22",187
"2011-08-22",121
"2011-08-22",131
"2011-08-22",207
"2011-08-22",205
"2011-08-22",225
"2011-08-22",199
"2011-08-22",320
"2011-08-22",591
"2011-08-22",609
"2011-08-22",416
"2011-08-22",268
"2011-08-22",208
"2011-08-22",153
"2011-08-22",64
"2011-08-23",35
"2011-08-23",19
"2011-08-23",6
"2011-08-23",6
"2011-08-23",5
"2011-08-23",36
"2011-08-23",114
"2011-08-23",344
"2011-08-23",504
"2011-08-23",225
"2011-08-23",148
"2011-08-23",186
"2011-08-23",237
"2011-08-23",234
"2011-08-23",651
"2011-08-23",601
"2011-08-23",444
"2011-08-23",472
"2011-08-23",519
"2011-08-23",367
"2011-08-23",260
"2011-08-23",211
"2011-08-23",191
"2011-08-23",80
"2011-08-24",38
"2011-08-24",24
"2011-08-24",6
"2011-08-24",1
"2011-08-24",7
"2011-08-24",27
"2011-08-24",108
"2011-08-24",308
"2011-08-24",468
"2011-08-24",213
"2011-08-24",146
"2011-08-24",185
"2011-08-24",235
"2011-08-24",236
"2011-08-24",204
"2011-08-24",204
"2011-08-24",271
"2011-08-24",567
"2011-08-24",621
"2011-08-24",440
"2011-08-24",334
"2011-08-24",236
"2011-08-24",181
"2011-08-24",70
"2011-08-25",52
"2011-08-25",15
"2011-08-25",5
"2011-08-25",4
"2011-08-25",7
"2011-08-25",26
"2011-08-25",102
"2011-08-25",313
"2011-08-25",484
"2011-08-25",162
"2011-08-25",142
"2011-08-25",151
"2011-08-25",41
"2011-08-25",37
"2011-08-25",113
"2011-08-25",132
"2011-08-25",121
"2011-08-25",312
"2011-08-25",408
"2011-08-25",272
"2011-08-25",225
"2011-08-25",187
"2011-08-25",147
"2011-08-25",84
"2011-08-26",51
"2011-08-26",23
"2011-08-26",20
"2011-08-26",11
"2011-08-26",8
"2011-08-26",26
"2011-08-26",105
"2011-08-26",266
"2011-08-26",404
"2011-08-26",230
"2011-08-26",123
"2011-08-26",214
"2011-08-26",243
"2011-08-26",237
"2011-08-26",219
"2011-08-26",249
"2011-08-26",343
"2011-08-26",489
"2011-08-26",410
"2011-08-26",290
"2011-08-26",222
"2011-08-26",190
"2011-08-26",152
"2011-08-26",136
"2011-08-27",145
"2011-08-27",64
"2011-08-27",77
"2011-08-27",30
"2011-08-27",4
"2011-08-27",12
"2011-08-27",18
"2011-08-27",28
"2011-08-27",76
"2011-08-27",156
"2011-08-27",205
"2011-08-27",88
"2011-08-27",76
"2011-08-27",43
"2011-08-27",23
"2011-08-27",30
"2011-08-27",24
"2011-08-27",16
"2011-08-28",1
"2011-08-28",8
"2011-08-28",53
"2011-08-28",142
"2011-08-28",237
"2011-08-28",306
"2011-08-28",431
"2011-08-28",447
"2011-08-28",469
"2011-08-28",491
"2011-08-28",398
"2011-08-28",402
"2011-08-28",387
"2011-08-28",214
"2011-08-28",186
"2011-08-28",98
"2011-08-28",64
"2011-08-29",34
"2011-08-29",20
"2011-08-29",13
"2011-08-29",6
"2011-08-29",3
"2011-08-29",17
"2011-08-29",102
"2011-08-29",284
"2011-08-29",404
"2011-08-29",188
"2011-08-29",115
"2011-08-29",138
"2011-08-29",207
"2011-08-29",218
"2011-08-29",182
"2011-08-29",220
"2011-08-29",282
"2011-08-29",591
"2011-08-29",547
"2011-08-29",367
"2011-08-29",277
"2011-08-29",202
"2011-08-29",142
"2011-08-29",75
"2011-08-30",27
"2011-08-30",13
"2011-08-30",10
"2011-08-30",4
"2011-08-30",6
"2011-08-30",28
"2011-08-30",119
"2011-08-30",357
"2011-08-30",493
"2011-08-30",218
"2011-08-30",137
"2011-08-30",175
"2011-08-30",237
"2011-08-30",229
"2011-08-30",209
"2011-08-30",196
"2011-08-30",337
"2011-08-30",611
"2011-08-30",576
"2011-08-30",465
"2011-08-30",298
"2011-08-30",223
"2011-08-30",143
"2011-08-30",93
"2011-08-31",32
"2011-08-31",15
"2011-08-31",6
"2011-08-31",6
"2011-08-31",5
"2011-08-31",27
"2011-08-31",111
"2011-08-31",328
"2011-08-31",467
"2011-08-31",244
"2011-08-31",138
"2011-08-31",171
"2011-08-31",260
"2011-08-31",221
"2011-08-31",196
"2011-08-31",172
"2011-08-31",309
"2011-08-31",608
"2011-08-31",565
"2011-08-31",446
"2011-08-31",289
"2011-08-31",201
"2011-08-31",157
"2011-08-31",84
"2011-09-20",25
"2011-09-20",14
"2011-09-20",5
"2011-09-20",3
"2011-09-20",6
"2011-09-20",22
"2011-09-20",114
"2011-09-20",329
"2011-09-20",209
"2011-09-20",69
"2011-09-20",30
"2011-09-20",56
"2011-09-20",60
"2011-09-20",103
"2011-09-20",112
"2011-09-20",192
"2011-09-20",264
"2011-09-20",511
"2011-09-20",492
"2011-09-20",337
"2011-09-20",253
"2011-09-20",206
"2011-09-20",148
"2011-09-20",81
"2011-09-21",27
"2011-09-21",17
"2011-09-21",6
"2011-09-21",6
"2011-09-21",7
"2011-09-21",31
"2011-09-21",117
"2011-09-21",330
"2011-09-21",462
"2011-09-21",208
"2011-09-21",133
"2011-09-21",180
"2011-09-21",193
"2011-09-21",181
"2011-09-21",179
"2011-09-21",185
"2011-09-21",281
"2011-09-21",536
"2011-09-21",408
"2011-09-21",283
"2011-09-21",160
"2011-09-21",200
"2011-09-21",127
"2011-09-21",95
"2011-09-22",41
"2011-09-22",11
"2011-09-22",10
"2011-09-22",12
"2011-09-22",2
"2011-09-22",30
"2011-09-22",101
"2011-09-22",311
"2011-09-22",415
"2011-09-22",203
"2011-09-22",120
"2011-09-22",165
"2011-09-22",176
"2011-09-22",193
"2011-09-22",183
"2011-09-22",181
"2011-09-22",301
"2011-09-22",563
"2011-09-22",551
"2011-09-22",420
"2011-09-22",285
"2011-09-22",221
"2011-09-22",187
"2011-09-22",113
"2011-09-23",52
"2011-09-23",31
"2011-09-23",20
"2011-09-23",8
"2011-09-23",13
"2011-09-23",22
"2011-09-23",104
"2011-09-23",254
"2011-09-23",317
"2011-09-23",111
"2011-09-23",35
"2011-09-23",21
"2011-09-23",29
"2011-09-23",34
"2011-09-23",24
"2011-09-23",61
"2011-09-23",56
"2011-09-23",99
"2011-09-23",234
"2011-09-23",248
"2011-09-23",179
"2011-09-23",138
"2011-09-23",157
"2011-09-23",148
"2011-09-24",93
"2011-09-24",79
"2011-09-24",68
"2011-09-24",31
"2011-09-24",8
"2011-09-24",5
"2011-09-24",18
"2011-09-24",46
"2011-09-24",121
"2011-09-24",175
"2011-09-24",293
"2011-09-24",386
"2011-09-24",407
"2011-09-24",460
"2011-09-24",390
"2011-09-24",452
"2011-09-24",449
"2011-09-24",426
"2011-09-24",400
"2011-09-24",308
"2011-09-24",243
"2011-09-24",222
"2011-09-24",193
"2011-09-24",150
"2011-09-25",173
"2011-09-25",124
"2011-09-25",106
"2011-09-25",59
"2011-09-25",8
"2011-09-25",3
"2011-09-25",17
"2011-09-25",38
"2011-09-25",86
"2011-09-25",155
"2011-09-25",275
"2011-09-25",361
"2011-09-25",413
"2011-09-25",369
"2011-09-25",347
"2011-09-25",353
"2011-09-25",464
"2011-09-25",420
"2011-09-25",404
"2011-09-25",329
"2011-09-25",186
"2011-09-25",137
"2011-09-25",104
"2011-09-25",79
"2011-09-26",29
"2011-09-26",17
"2011-09-26",8
"2011-09-26",5
"2011-09-26",6
"2011-09-26",25
"2011-09-26",113
"2011-09-26",332
"2011-09-26",355
"2011-09-26",205
"2011-09-26",154
"2011-09-26",159
"2011-09-26",209
"2011-09-26",187
"2011-09-26",154
"2011-09-26",209
"2011-09-26",313
"2011-09-26",570
"2011-09-26",553
"2011-09-26",383
"2011-09-26",251
"2011-09-26",182
"2011-09-26",136
"2011-09-26",75
"2011-09-27",37
"2011-09-27",10
"2011-09-27",11
"2011-09-27",10
"2011-09-27",8
"2011-09-27",24
"2011-09-27",124
"2011-09-27",249
"2011-09-27",427
"2011-09-27",193
"2011-09-27",122
"2011-09-27",123
"2011-09-27",162
"2011-09-27",151
"2011-09-27",152
"2011-09-27",205
"2011-09-27",258
"2011-09-27",530
"2011-09-27",356
"2011-09-27",320
"2011-09-27",238
"2011-09-27",196
"2011-09-27",121
"2011-09-27",93
"2011-09-28",36
"2011-09-28",14
"2011-09-28",9
"2011-09-28",3
"2011-09-28",4
"2011-09-28",22
"2011-09-28",114
"2011-09-28",185
"2011-09-28",287
"2011-09-28",155
"2011-09-28",129
"2011-09-28",151
"2011-09-28",184
"2011-09-28",162
"2011-09-28",170
"2011-09-28",181
"2011-09-28",280
"2011-09-28",591
"2011-09-28",524
"2011-09-28",372
"2011-09-28",102
"2011-09-28",74
"2011-09-28",87
"2011-09-28",71
"2011-09-29",40
"2011-09-29",23
"2011-09-29",2
"2011-09-29",8
"2011-09-29",7
"2011-09-29",22
"2011-09-29",111
"2011-09-29",283
"2011-09-29",431
"2011-09-29",225
"2011-09-29",127
"2011-09-29",158
"2011-09-29",195
"2011-09-29",211
"2011-09-29",167
"2011-09-29",227
"2011-09-29",291
"2011-09-29",589
"2011-09-29",584
"2011-09-29",384
"2011-09-29",273
"2011-09-29",225
"2011-09-29",175
"2011-09-29",81
"2011-09-30",60
"2011-09-30",23
"2011-09-30",15
"2011-09-30",3
"2011-09-30",8
"2011-09-30",26
"2011-09-30",98
"2011-09-30",297
"2011-09-30",456
"2011-09-30",237
"2011-09-30",168
"2011-09-30",217
"2011-09-30",254
"2011-09-30",266
"2011-09-30",266
"2011-09-30",245
"2011-09-30",360
"2011-09-30",591
"2011-09-30",511
"2011-09-30",374
"2011-09-30",230
"2011-09-30",206
"2011-09-30",159
"2011-09-30",132
"2011-10-20",26
"2011-10-20",15
"2011-10-20",4
"2011-10-20",1
"2011-10-20",8
"2011-10-20",26
"2011-10-20",92
"2011-10-20",318
"2011-10-20",426
"2011-10-20",223
"2011-10-20",130
"2011-10-20",129
"2011-10-20",199
"2011-10-20",164
"2011-10-20",155
"2011-10-20",160
"2011-10-20",234
"2011-10-20",494
"2011-10-20",469
"2011-10-20",298
"2011-10-20",241
"2011-10-20",165
"2011-10-20",128
"2011-10-20",90
"2011-10-21",50
"2011-10-21",26
"2011-10-21",18
"2011-10-21",7
"2011-10-21",6
"2011-10-21",31
"2011-10-21",85
"2011-10-21",233
"2011-10-21",402
"2011-10-21",222
"2011-10-21",138
"2011-10-21",174
"2011-10-21",240
"2011-10-21",206
"2011-10-21",198
"2011-10-21",235
"2011-10-21",302
"2011-10-21",524
"2011-10-21",397
"2011-10-21",253
"2011-10-21",184
"2011-10-21",143
"2011-10-21",113
"2011-10-21",117
"2011-10-22",96
"2011-10-22",70
"2011-10-22",31
"2011-10-22",20
"2011-10-22",8
"2011-10-22",8
"2011-10-22",18
"2011-10-22",57
"2011-10-22",114
"2011-10-22",169
"2011-10-22",236
"2011-10-22",282
"2011-10-22",343
"2011-10-22",322
"2011-10-22",310
"2011-10-22",382
"2011-10-22",359
"2011-10-22",360
"2011-10-22",335
"2011-10-22",220
"2011-10-22",159
"2011-10-22",157
"2011-10-22",144
"2011-10-22",108
"2011-10-23",88
"2011-10-23",71
"2011-10-23",50
"2011-10-23",46
"2011-10-23",6
"2011-10-23",3
"2011-10-23",12
"2011-10-23",21
"2011-10-23",88
"2011-10-23",143
"2011-10-23",289
"2011-10-23",333
"2011-10-23",413
"2011-10-23",415
"2011-10-23",408
"2011-10-23",387
"2011-10-23",405
"2011-10-23",340
"2011-10-23",284
"2011-10-23",193
"2011-10-23",144
"2011-10-23",99
"2011-10-23",94
"2011-10-23",49
"2011-10-24",32
"2011-10-24",15
"2011-10-24",7
"2011-10-24",4
"2011-10-24",6
"2011-10-24",21
"2011-10-24",86
"2011-10-24",285
"2011-10-24",398
"2011-10-24",195
"2011-10-24",129
"2011-10-24",168
"2011-10-24",220
"2011-10-24",198
"2011-10-24",206
"2011-10-24",177
"2011-10-24",310
"2011-10-24",614
"2011-10-24",486
"2011-10-24",237
"2011-10-24",129
"2011-10-24",126
"2011-10-24",79
"2011-10-24",59
"2011-10-25",30
"2011-10-25",11
"2011-10-25",5
"2011-10-25",4
"2011-10-25",5
"2011-10-25",24
"2011-10-25",98
"2011-10-25",314
"2011-10-25",408
"2011-10-25",223
"2011-10-25",128
"2011-10-25",166
"2011-10-25",200
"2011-10-25",198
"2011-10-25",200
"2011-10-25",234
"2011-10-25",285
"2011-10-25",585
"2011-10-25",518
"2011-10-25",338
"2011-10-25",248
"2011-10-25",201
"2011-10-25",170
"2011-10-25",94
"2011-10-26",32
"2011-10-26",12
"2011-10-26",3
"2011-10-26",3
"2011-10-26",5
"2011-10-26",21
"2011-10-26",92
"2011-10-26",299
"2011-10-26",464
"2011-10-26",240
"2011-10-26",131
"2011-10-26",155
"2011-10-26",194
"2011-10-26",82
"2011-10-26",66
"2011-10-26",70
"2011-10-26",213
"2011-10-26",454
"2011-10-26",453
"2011-10-26",331
"2011-10-26",207
"2011-10-26",157
"2011-10-26",135
"2011-10-26",75
"2011-10-27",26
"2011-10-27",11
"2011-10-27",8
"2011-10-27",4
"2011-10-27",4
"2011-10-27",15
"2011-10-27",46
"2011-10-27",137
"2011-10-27",316
"2011-10-27",171
"2011-10-27",62
"2011-10-27",52
"2011-10-27",53
"2011-10-27",74
"2011-10-27",92
"2011-10-27",107
"2011-10-27",207
"2011-10-27",322
"2011-10-27",240
"2011-10-27",219
"2011-10-27",182
"2011-10-27",132
"2011-10-27",111
"2011-10-27",68
"2011-10-28",44
"2011-10-28",16
"2011-10-28",4
"2011-10-28",8
"2011-10-28",10
"2011-10-28",25
"2011-10-28",75
"2011-10-28",205
"2011-10-28",374
"2011-10-28",229
"2011-10-28",130
"2011-10-28",168
"2011-10-28",213
"2011-10-28",228
"2011-10-28",185
"2011-10-28",215
"2011-10-28",308
"2011-10-28",446
"2011-10-28",368
"2011-10-28",204
"2011-10-28",143
"2011-10-28",74
"2011-10-28",36
"2011-10-28",39
"2011-10-29",19
"2011-10-29",18
"2011-10-29",17
"2011-10-29",8
"2011-10-29",1
"2011-10-29",1
"2011-10-29",5
"2011-10-29",7
"2011-10-29",20
"2011-10-29",20
"2011-10-29",12
"2011-10-29",27
"2011-10-29",50
"2011-10-29",30
"2011-10-29",29
"2011-10-29",41
"2011-10-29",22
"2011-10-29",31
"2011-10-29",43
"2011-10-29",39
"2011-10-29",47
"2011-10-29",50
"2011-10-29",54
"2011-10-29",36
"2011-10-30",54
"2011-10-30",43
"2011-10-30",50
"2011-10-30",33
"2011-10-30",11
"2011-10-30",4
"2011-10-30",10
"2011-10-30",22
"2011-10-30",80
"2011-10-30",147
"2011-10-30",178
"2011-10-30",240
"2011-10-30",314
"2011-10-30",345
"2011-10-30",300
"2011-10-30",290
"2011-10-30",320
"2011-10-30",245
"2011-10-30",213
"2011-10-30",153
"2011-10-30",92
"2011-10-30",79
"2011-10-30",71
"2011-10-30",37
"2011-10-31",23
"2011-10-31",13
"2011-10-31",3
"2011-10-31",3
"2011-10-31",6
"2011-10-31",18
"2011-10-31",86
"2011-10-31",227
"2011-10-31",372
"2011-10-31",211
"2011-10-31",105
"2011-10-31",128
"2011-10-31",170
"2011-10-31",152
"2011-10-31",141
"2011-10-31",168
"2011-10-31",272
"2011-10-31",486
"2011-10-31",422
"2011-10-31",238
"2011-10-31",172
"2011-10-31",116
"2011-10-31",85
"2011-10-31",52
"2011-11-20",93
"2011-11-20",84
"2011-11-20",56
"2011-11-20",37
"2011-11-20",12
"2011-11-20",4
"2011-11-20",9
"2011-11-20",23
"2011-11-20",65
"2011-11-20",138
"2011-11-20",229
"2011-11-20",286
"2011-11-20",304
"2011-11-20",369
"2011-11-20",363
"2011-11-20",351
"2011-11-20",306
"2011-11-20",203
"2011-11-20",145
"2011-11-20",157
"2011-11-20",113
"2011-11-20",105
"2011-11-20",40
"2011-11-20",28
"2011-11-21",17
"2011-11-21",12
"2011-11-21",3
"2011-11-21",4
"2011-11-21",5
"2011-11-21",20
"2011-11-21",76
"2011-11-21",246
"2011-11-21",391
"2011-11-21",237
"2011-11-21",135
"2011-11-21",128
"2011-11-21",162
"2011-11-21",134
"2011-11-21",135
"2011-11-21",108
"2011-11-21",108
"2011-11-21",210
"2011-11-21",192
"2011-11-21",137
"2011-11-21",80
"2011-11-21",114
"2011-11-21",78
"2011-11-21",33
"2011-11-22",14
"2011-11-22",6
"2011-11-22",6
"2011-11-22",3
"2011-11-22",7
"2011-11-22",18
"2011-11-22",64
"2011-11-22",121
"2011-11-22",190
"2011-11-22",149
"2011-11-22",52
"2011-11-22",32
"2011-11-22",21
"2011-11-22",26
"2011-11-22",35
"2011-11-22",34
"2011-11-22",62
"2011-11-22",165
"2011-11-22",148
"2011-11-22",111
"2011-11-22",127
"2011-11-22",90
"2011-11-22",87
"2011-11-22",39
"2011-11-23",16
"2011-11-23",8
"2011-11-23",6
"2011-11-23",3
"2011-11-23",5
"2011-11-23",17
"2011-11-23",69
"2011-11-23",156
"2011-11-23",323
"2011-11-23",167
"2011-11-23",76
"2011-11-23",116
"2011-11-23",160
"2011-11-23",174
"2011-11-23",213
"2011-11-23",207
"2011-11-23",173
"2011-11-23",163
"2011-11-23",145
"2011-11-23",122
"2011-11-23",68
"2011-11-23",66
"2011-11-23",62
"2011-11-23",51
"2011-11-24",23
"2011-11-24",24
"2011-11-24",22
"2011-11-24",5
"2011-11-24",2
"2011-11-24",11
"2011-11-24",6
"2011-11-24",40
"2011-11-24",46
"2011-11-24",81
"2011-11-24",98
"2011-11-24",142
"2011-11-24",150
"2011-11-24",175
"2011-11-24",168
"2011-11-24",149
"2011-11-24",114
"2011-11-24",74
"2011-11-24",37
"2011-11-24",28
"2011-11-24",31
"2011-11-24",26
"2011-11-24",22
"2011-11-24",21
"2011-11-25",29
"2011-11-25",14
